Home Ownership;Annual Income;Years in current job;Tax Liens;Number of Open Accounts;Years of Credit History;Maximum Open Credit;Number of Credit Problems;Months since last delinquent;Bankruptcies;Purpose;Term;Current Loan Amount;Current Credit Balance;Monthly Debt;Credit Score;Credit Default
Rent;0.600883377681395;< 1 year;-0.11095342154390785;12.0;12.5;687236.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;265078.0;198835.0;1.2254388066216544;-0.21893240800840794;0
Home Mortgage;0.13310511916041645;2 years;-0.11095342154390785;8.0;21.5;1032988.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;99999999.0;572736.0;-0.32001206478439737;-0.22101829084116786;0
Own Home;-0.9295776095236079;1 year;-0.11095342154390785;6.0;12.1;197956.0;1.6647792271904904;-0.08348426679666114;1.0;debt consolidation;Short Term;99999999.0;58805.0;-0.8056748854226617;-0.2321429992825541;0
Own Home;-0.4196164484628954;10+ years;-0.11095342154390785;6.0;17.4;145926.0;1.6647792271904904;1.4808255335970026;1.0;home improvements;Short Term;134640.0;47880.0;-0.5146293656651659;-0.2286665278946209;0
Rent;-1.0511547607720555;10+ years;-0.11095342154390785;6.0;15.2;157586.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;206756.0;120859.0;-0.4471296124514569;-0.23492417639290067;0
Rent;-0.20734605675401982;< 1 year;-0.11095342154390785;20.0;11.0;663520.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;472186.0;400558.0;-0.5021356225237465;-0.23144770500496747;0
Own Home;5.79784207944718;10+ years;-0.11095342154390785;6.0;17.3;3957998.0;-0.3409788778582933;-1.4437536584433253;0.0;debt consolidation;Long Term;440968.0;1842449.0;2.0847400127509594;-0.2307524107273808;0
Rent;-0.8677344613358907;2 years;-0.11095342154390785;11.0;12.2;794376.0;-0.3409788778582933;-0.08348426679666114;0.0;business loan;Short Term;265452.0;638704.0;-0.5732409526171941;-0.24952535622222013;1
Rent;-1.3203720709095719;6 years;-0.11095342154390785;2.0;19.1;0.0;-0.3409788778582933;2.9771218644083333;;other;Short Term;99999999.0;0.0;-1.431284399369846;-0.24465829627911365;0
Rent;-1.0546700026503666;10+ years;-0.11095342154390785;7.0;5.2;100342.0;-0.3409788778582933;1.1407581856853366;0.0;debt consolidation;Short Term;69212.0;34409.0;-0.64786800896527;-0.26551712460671284;0
Home Mortgage;-0.20734605675401982;3 years;-0.11095342154390785;11.0;21.7;546832.0;-0.3409788778582933;-1.9878614151019909;0.0;debt consolidation;Short Term;209528.0;238963.0;0.1839301921278902;-0.23144770500496747;0
Home Mortgage;0.473782274909887;10+ years;-0.11095342154390785;6.0;12.4;605484.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;322080.0;494152.0;-0.37560502923245837;-0.22310417367392776;0
Home Mortgage;1.0705196926237666;10+ years;-0.11095342154390785;12.0;26.8;499004.0;-0.3409788778582933;-0.8316324322023264;0.0;debt consolidation;Long Term;449548.0;345610.0;0.22501699843188702;-0.23909594205842052;0
Rent;0.3471080229378882;1 year;-0.11095342154390785;24.0;14.1;1160720.0;1.6647792271904904;-0.08348426679666114;1.0;debt consolidation;Long Term;392832.0;184452.0;-0.32621701104255196;-0.23422888211531404;0
Rent;-0.08155061525159886;9 years;-0.11095342154390785;12.0;25.0;2219844.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;174702.0;354673.0;-0.29603078600288085;-0.21893240800840794;0
Rent;-0.08584423211725035;< 1 year;-0.11095342154390785;15.0;11.8;628364.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;381678.0;417867.0;-0.4965176306413633;-0.23979123633600716;0
Rent;0.06548693074404527;10+ years;-0.11095342154390785;7.0;14.8;528220.0;-0.3409788778582933;3.0451353339906664;0.0;debt consolidation;Long Term;99999999.0;331208.0;-0.020665333140991934;-0.28359477582396553;0
Rent;-0.20734605675401982;1 year;-0.11095342154390785;13.0;16.7;710600.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;288926.0;208658.0;-0.44126006869374307;-0.23144770500496747;0
Home Mortgage;0.5095373065864234;10+ years;-0.11095342154390785;10.0;23.6;2390322.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;739574.0;1213853.0;0.09018519325468928;-0.23492417639290067;0
Home Mortgage;0.28845370131121056;;-0.11095342154390785;2.0;16.5;0.0;-0.3409788778582933;1.276785124850003;0.0;home improvements;Long Term;435380.0;0.0;-1.5044021444659383;-0.2828994815463789;0
Home Mortgage;0.22678631521740897;10+ years;-0.11095342154390785;11.0;28.5;1023858.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;606628.0;461567.0;0.3679823142447739;-0.2474394733894602;0
Home Mortgage;0.4643413395795656;10+ years;-0.11095342154390785;14.0;22.2;280192.0;-0.3409788778582933;-0.8996459017846596;0.0;debt consolidation;Long Term;319242.0;105507.0;-0.08288249697275855;-0.2731653616601659;1
Rent;-0.20734605675401982;8 years;-0.11095342154390785;14.0;19.5;1254352.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;369644.0;705242.0;1.8103807673903929;-0.23144770500496747;1
Home Mortgage;-0.20734605675401982;10+ years;-0.11095342154390785;6.0;12.5;365948.0;-0.3409788778582933;0.2565830811150049;0.0;debt consolidation;Short Term;538780.0;156446.0;-0.2725526109720255;-0.23144770500496747;0
Rent;-0.8690652314755372;< 1 year;-0.11095342154390785;10.0;11.4;258280.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;139150.0;129371.0;-0.3833192867425965;-0.21962770228599457;0
Rent;-0.4291327104048949;< 1 year;-0.11095342154390785;9.0;9.5;67738.0;-0.3409788778582933;1.5488390031793358;0.0;buy a car;Long Term;262306.0;43814.0;0.023440095666972;-0.25647829899808655;1
Rent;-0.7670227815222759;6 years;-0.11095342154390785;7.0;16.7;237094.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;198374.0;138016.0;-0.8330101892085862;-0.24465829627911365;0
Home Mortgage;-0.7365908304043249;9 years;-0.11095342154390785;3.0;19.2;40040.0;-0.3409788778582933;-0.08348426679666114;0.0;home improvements;Short Term;66682.0;24510.0;-0.7066472971675184;-0.2251900565066877;0
Rent;-0.8568372115131261;4 years;-0.11095342154390785;32.0;14.8;459316.0;1.6647792271904904;-1.035672840949326;1.0;other;Short Term;99999999.0;93214.0;-0.5471634082079226;-0.23005711644979418;0
Home Mortgage;-0.9306572909576606;1 year;-0.11095342154390785;9.0;9.1;191818.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;130746.0;128060.0;-0.28152462785881666;-0.23492417639290067;0
Rent;-0.20734605675401982;5 years;-0.11095342154390785;8.0;12.6;283228.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;333696.0;153368.0;0.3096222791680764;-0.23144770500496747;0
Home Mortgage;0.08012540228015533;7 years;-0.11095342154390785;11.0;32.3;236192.0;-0.3409788778582933;0.8687043073560038;0.0;debt consolidation;Short Term;99999999.0;179702.0;1.485794997588818;-0.2460488848342869;0
Rent;0.13084532081007355;5 years;-0.11095342154390785;8.0;15.0;92554.0;-0.3409788778582933;-1.8518344759373246;0.0;debt consolidation;Short Term;95656.0;17993.0;0.3055135985376767;-0.23840064778083386;0
Own Home;2.892620211375799;10+ years;-0.11095342154390785;13.0;23.4;750332.0;-0.3409788778582933;-0.28752467554366073;0.0;home improvements;Long Term;482262.0;69977.0;1.1899699922000408;-0.22310417367392776;0
Home Mortgage;-0.20734605675401982;5 years;-0.11095342154390785;10.0;10.1;254078.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;251922.0;184547.0;0.09110755013090145;-0.23144770500496747;1
Home Mortgage;-0.7213748548453495;;-0.11095342154390785;8.0;34.8;242968.0;1.6647792271904904;1.4808255335970026;1.0;debt consolidation;Short Term;142626.0;114361.0;-0.6043495345330774;-0.2752512444929258;0
Home Mortgage;0.24157543997687522;8 years;-0.11095342154390785;16.0;33.0;783684.0;-0.3409788778582933;0.1205561419503385;0.0;debt consolidation;Short Term;223872.0;556339.0;1.0144706338443974;-0.22797123361703425;0
Rent;-0.20734605675401982;10+ years;-0.11095342154390785;25.0;26.0;588610.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;170412.0;306033.0;0.1804084658732619;-0.23144770500496747;0
Rent;-0.6682695936122915;2 years;-0.11095342154390785;4.0;11.6;103950.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;51986.0;87172.0;-0.911410523686621;-0.23770535350324723;0
Rent;-0.20734605675401982;10+ years;-0.11095342154390785;7.0;15.0;272228.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;781176.0;164578.0;-0.19364917274332957;-0.23144770500496747;1
Rent;-0.1856771014612874;< 1 year;-0.11095342154390785;11.0;10.0;694848.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;99999999.0;546079.0;0.3601842061095255;-0.23144770500496747;0
Rent;-0.42343299678791896;3 years;-0.11095342154390785;3.0;15.0;274780.0;-0.3409788778582933;-0.35553814512599397;0.0;business loan;Long Term;371140.0;19228.0;-0.5737440563678553;-0.3051488984291514;1
Rent;-0.12385906214412966;10+ years;18.299459445254957;9.0;16.0;518892.0;9.687811647385626;2.569041046914334;0.0;other;Long Term;345708.0;163571.0;-0.08992594948201514;-0.2474394733894602;1
Home Mortgage;1.1670381910539673;1 year;-0.11095342154390785;11.0;43.0;901912.0;-0.3409788778582933;1.616852472761669;0.0;debt consolidation;Short Term;422466.0;378556.0;1.9208958912856333;-0.22240887939634113;0
Home Mortgage;0.004999661566533873;4 years;3.5711291518158657;11.0;27.6;362164.0;3.6705373322392743;-1.1036863105316592;0.0;buy house;Short Term;263824.0;47538.0;0.0616759807172221;-0.25022065049980674;0
Own Home;-0.9412783432042722;10+ years;-0.11095342154390785;7.0;13.5;227062.0;-0.3409788778582933;0.4606234898620045;0.0;debt consolidation;Short Term;96800.0;3534.0;-0.47765123999156883;-0.22588535078427432;0
Rent;-0.6817279482321115;5 years;-0.11095342154390785;13.0;14.4;694056.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;111584.0;429172.0;-0.03693235441237027;-0.22727593933944762;1
Rent;-0.3875775296291451;7 years;-0.11095342154390785;4.0;20.0;468006.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;99999999.0;354065.0;0.15173155208557432;-0.24952535622222013;0
Rent;-0.20734605675401982;10+ years;-0.11095342154390785;14.0;21.5;608190.0;-0.3409788778582933;-0.15149773637899436;0.0;major purchase;Short Term;260810.0;291517.0;1.277426194189977;-0.23144770500496747;0
Home Mortgage;0.01197992758203747;3 years;-0.11095342154390785;8.0;28.0;1757558.0;-0.3409788778582933;-0.08348426679666114;0.0;other;Short Term;99999999.0;347605.0;0.20975618466183105;-0.21754181945323464;0
Home Mortgage;-0.623299606440468;5 years;-0.11095342154390785;6.0;17.1;136972.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;130284.0;62339.0;-0.6588524408547058;-0.22449476222910106;0
Home Mortgage;-0.20734605675401982;7 years;-0.11095342154390785;12.0;17.6;441958.0;-0.3409788778582933;-1.7158075367726582;0.0;debt consolidation;Short Term;222310.0;126711.0;-0.2785898559799597;-0.23144770500496747;1
Home Mortgage;-0.20734605675401982;3 years;7.253211725175639;11.0;15.4;338756.0;3.6705373322392743;-1.7838210063549913;0.0;debt consolidation;Long Term;482636.0;206549.0;1.775666608594771;-0.23144770500496747;1
Home Mortgage;6.986244923021947;10+ years;-0.11095342154390785;13.0;37.6;1387320.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;99999999.0;788386.0;1.522773123262415;-0.21962770228599457;0
Home Mortgage;-0.8837288118822065;2 years;-0.11095342154390785;9.0;15.6;521532.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;241098.0;339606.0;-0.24655891718786424;-0.23144770500496747;1
Home Mortgage;0.7348392021156097;5 years;-0.11095342154390785;13.0;22.6;200090.0;-0.3409788778582933;-0.08348426679666114;0.0;other;Long Term;67364.0;53922.0;-0.7140261521772159;-0.24257241344635372;0
Home Mortgage;-0.20734605675401982;10+ years;-0.11095342154390785;9.0;23.8;244310.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;130834.0;143051.0;-1.1409096846132318;-0.23144770500496747;0
Rent;-0.4128621622824261;1 year;-0.11095342154390785;20.0;10.0;162844.0;-0.3409788778582933;2.160960229420335;0.0;buy a car;Short Term;173756.0;138814.0;-0.23339436904556324;-0.24674417911187357;1
Own Home;-0.24139368523251936;< 1 year;-0.11095342154390785;10.0;11.4;107910.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;128986.0;28994.0;-0.15440708019175708;-0.2203229965635812;1
Home Mortgage;0.1392316835769016;1 year;-0.11095342154390785;8.0;23.0;1514040.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;73612.0;1179425.0;-0.3560678335817823;-0.22727593933944762;0
Home Mortgage;3.259837443306519;10+ years;-0.11095342154390785;16.0;25.0;857978.0;-0.3409788778582933;-0.7636189626199932;0.0;other;Short Term;99999999.0;584630.0;4.585081802911941;-0.2370100592256606;0
Own Home;-0.21638525015539137;10+ years;-0.11095342154390785;19.0;24.0;853314.0;-0.3409788778582933;0.596650429026671;0.0;debt consolidation;Long Term;305932.0;535040.0;0.1768867396186336;-0.2724700673825793;0
Rent;0.675707811948304;4 years;-0.11095342154390785;8.0;26.8;1010922.0;-0.3409788778582933;-0.08348426679666114;0.0;other;Short Term;53724.0;613776.0;-0.11885441514503331;-0.21893240800840794;0
Own Home;-0.8697933887217587;4 years;-0.11095342154390785;4.0;10.9;53614.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;22528.0;43947.0;-0.8471809448522096;-0.2404865306135938;0
Rent;-0.27760067657912435;7 years;-0.11095342154390785;13.0;12.9;367334.0;-0.3409788778582933;0.052542672368005285;0.0;debt consolidation;Short Term;225456.0;200488.0;0.08523800637318762;-0.2251900565066877;0
Rent;-0.20734605675401982;10+ years;-0.11095342154390785;21.0;17.2;1523324.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;465190.0;657799.0;0.5276339044545901;-0.23144770500496747;0
Own Home;-1.032097128017497;3 years;-0.11095342154390785;3.0;16.5;519068.0;-0.3409788778582933;-1.3077267192786588;0.0;buy a car;Long Term;67342.0;56487.0;-1.3927131118191551;-0.23144770500496747;0
Home Mortgage;1.709163815301227;10+ years;-0.11095342154390785;10.0;19.9;173030.0;-0.3409788778582933;-1.5797805976079917;0.0;debt consolidation;Short Term;628870.0;105944.0;0.5502735732343434;-0.2203229965635812;0
Rent;-1.0525859663939392;2 years;-0.11095342154390785;8.0;8.0;452848.0;-0.3409788778582933;-0.08348426679666114;0.0;other;Short Term;203588.0;192033.0;-0.8447492767240139;-0.23909594205842052;1
Home Mortgage;0.29279753591798074;10+ years;-0.11095342154390785;11.0;20.6;1503898.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;99999999.0;332500.0;-0.012699523755523162;-0.22797123361703425;0
Home Mortgage;-0.20734605675401982;5 years;-0.11095342154390785;17.0;8.7;852896.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;130900.0;115634.0;-0.5937005051440822;-0.23144770500496747;0
Home Mortgage;0.016599959764960714;10+ years;-0.11095342154390785;14.0;15.6;384912.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;331958.0;272916.0;0.8948996424372556;-0.25022065049980674;0
Rent;0.34316593026006786;< 1 year;-0.11095342154390785;8.0;7.5;495132.0;-0.3409788778582933;-0.6956054930376601;0.0;other;Short Term;107954.0;102638.0;-1.4016851287059462;-0.22727593933944762;0
Home Mortgage;-0.20734605675401982;6 years;-0.11095342154390785;17.0;17.0;226028.0;-0.3409788778582933;-1.3757401888609921;0.0;major purchase;Short Term;173932.0;74176.0;-0.1122302157613277;-0.23144770500496747;0
Home Mortgage;1.5102764516004932;2 years;-0.11095342154390785;8.0;13.6;837606.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;502282.0;577980.0;0.07509208073485371;-0.25161123905498006;1
Home Mortgage;2.400285477447761;8 years;3.5711291518158657;9.0;19.2;866646.0;1.6647792271904904;-0.015470797214327927;0.0;debt consolidation;Short Term;694452.0;615239.0;0.5519505857365474;-0.23840064778083386;0
Home Mortgage;-0.02241922508429321;10+ years;-0.11095342154390785;4.0;21.8;670736.0;-0.3409788778582933;-0.08348426679666114;0.0;other;Short Term;108218.0;470934.0;-0.42038126304130385;-0.21962770228599457;0
Rent;-0.4097988800741835;6 years;-0.11095342154390785;4.0;7.3;342650.0;-0.3409788778582933;-1.1036863105316592;0.0;debt consolidation;Long Term;325512.0;155059.0;-0.5496789269612286;-0.2370100592256606;0
Rent;-0.6738437628764706;10+ years;-0.11095342154390785;11.0;21.7;396880.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;411686.0;280041.0;-0.008758544375343876;-0.2641265360515396;1
Home Mortgage;-1.1288164974121728;< 1 year;-0.11095342154390785;8.0;11.3;126456.0;1.6647792271904904;2.0929467598380014;1.0;major purchase;Short Term;99999999.0;41838.0;-1.196586499686403;-0.28220418726879226;0
Home Mortgage;-0.20734605675401982;8 years;-0.11095342154390785;12.0;22.0;931458.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;543136.0;403826.0;0.6861954365379738;-0.23144770500496747;0
Rent;-1.073325893475975;10+ years;-0.11095342154390785;4.0;13.2;143022.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;99999999.0;113639.0;-0.632187942069663;-0.23422888211531404;0
Home Mortgage;-0.19541934323832122;10+ years;-0.11095342154390785;38.0;10.3;225390.0;-0.3409788778582933;-0.08348426679666114;0.0;small business;Short Term;134376.0;113278.0;-1.201617537193015;-0.33017949242227046;1
Rent;-0.745730459287934;< 1 year;-0.11095342154390785;14.0;18.5;235906.0;-0.3409788778582933;-0.08348426679666114;0.0;other;Short Term;74888.0;17518.0;-0.5998216007771268;-0.21823711373082127;0
Home Mortgage;-0.6876787505546811;7 years;-0.11095342154390785;13.0;34.4;587818.0;-0.3409788778582933;-1.7838210063549913;0.0;debt consolidation;Short Term;223256.0;308142.0;-0.9675904425104533;-0.2251900565066877;0
Own Home;2.2812945398669284;10+ years;-0.11095342154390785;21.0;28.4;1447006.0;1.6647792271904904;-0.08348426679666114;1.0;debt consolidation;Long Term;607310.0;871036.0;1.918631924407658;-0.2460488848342869;1
Home Mortgage;0.934454723062565;10+ years;-0.11095342154390785;16.0;30.6;905960.0;-0.3409788778582933;0.8006908377736706;0.0;debt consolidation;Short Term;373890.0;309833.0;0.6228882145797746;-0.2217135851187545;0
Home Mortgage;0.27439273379796586;10+ years;-0.11095342154390785;13.0;17.5;861586.0;-0.3409788778582933;1.0727447161030035;0.0;debt consolidation;Short Term;352220.0;462080.0;0.4137647555549418;-0.2321429992825541;0
Rent;0.4146508847425813;3 years;-0.11095342154390785;4.0;9.1;140514.0;-0.3409788778582933;-0.08348426679666114;0.0;other;Short Term;99999999.0;64448.0;-0.4579463430906724;-0.23005711644979418;0
Home Mortgage;-0.20734605675401982;10+ years;-0.11095342154390785;15.0;23.6;223454.0;1.6647792271904904;-1.1716997801139926;1.0;debt consolidation;Long Term;390786.0;117135.0;1.0556412907735044;-0.23144770500496747;0
Home Mortgage;0.05614643089596131;10+ years;-0.11095342154390785;14.0;18.8;876062.0;1.6647792271904904;-0.08348426679666114;0.0;debt consolidation;Short Term;741884.0;385871.0;1.5991610427378051;-0.26829830171705943;0
Rent;-1.2530802978104725;< 1 year;-0.11095342154390785;2.0;14.5;87340.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;87318.0;72941.0;-1.3728405136680384;-0.2460488848342869;1
Rent;-0.08790315950311832;< 1 year;-0.11095342154390785;15.0;4.8;505670.0;-0.3409788778582933;-2.1238883542666573;0.0;debt consolidation;Short Term;276056.0;89528.0;0.14426884645076674;-0.23005711644979418;0
Home Mortgage;0.6085164743314421;2 years;-0.11095342154390785;5.0;21.8;539132.0;-0.3409788778582933;-1.5797805976079917;0.0;home improvements;Short Term;307912.0;422313.0;-0.06326145069697231;-0.22310417367392776;1
Rent;-0.14442322713224998;3 years;-0.11095342154390785;10.0;11.0;742764.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;99999999.0;94297.0;-1.1771331546608372;-0.22379946795151442;0
Home Mortgage;-0.9121018356142895;;-0.11095342154390785;10.0;26.8;457292.0;1.6647792271904904;-0.08348426679666114;1.0;debt consolidation;Long Term;245498.0;177707.0;-0.22651861778652702;-0.24535359055670028;0
Home Mortgage;-0.20734605675401982;1 year;-0.11095342154390785;10.0;22.0;865106.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;522698.0;489383.0;1.0724952664206542;-0.23144770500496747;0
Rent;0.9345551585448025;3 years;-0.11095342154390785;7.0;12.1;681604.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;99999999.0;119491.0;-1.3155705367177735;-0.22658064506186099;0
Home Mortgage;1.902502118608341;4 years;-0.11095342154390785;8.0;17.5;293568.0;-0.3409788778582933;0.4606234898620045;0.0;debt consolidation;Long Term;551980.0;247703.0;0.06788092697537672;-0.3294841981446838;0
Rent;-0.46662025415002756;4 years;-0.11095342154390785;7.0;15.6;377608.0;-0.3409788778582933;-1.035672840949326;0.0;debt consolidation;Short Term;266530.0;207423.0;-1.0017176469303037;-0.22588535078427432;0
Home Mortgage;-0.20734605675401982;10+ years;-0.11095342154390785;18.0;37.1;686136.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;417406.0;278502.0;0.3653829448663578;-0.23144770500496747;0
Home Mortgage;-0.2546762777584237;10+ years;-0.11095342154390785;7.0;17.0;92422.0;-0.3409788778582933;0.936717776938337;0.0;debt consolidation;Short Term;139744.0;72884.0;-0.768025954748183;-0.24326770772394035;0
Rent;-1.165927408098915;10+ years;-0.11095342154390785;10.0;10.3;200750.0;1.6647792271904904;-0.08348426679666114;1.0;debt consolidation;Short Term;99999999.0;131955.0;-0.5543745619673996;-0.2474394733894602;0
Rent;-1.4427275971453597;1 year;-0.11095342154390785;7.0;11.7;0.0;-0.3409788778582933;-2.259915293431324;;educational expenses;Short Term;210166.0;0.0;-1.535678427632042;-0.22101829084116786;0
Rent;-0.3627950743870514;5 years;-0.11095342154390785;4.0;11.0;99506.0;-0.3409788778582933;2.296987168585001;0.0;debt consolidation;Short Term;377168.0;83961.0;0.24849517346274233;-0.24535359055670028;1
Rent;-0.758987942943279;3 years;-0.11095342154390785;11.0;18.0;217558.0;1.6647792271904904;2.0249332902556683;1.0;debt consolidation;Long Term;173910.0;121182.0;-0.7108398284230283;-0.2606500646636064;1
Own Home;1.276738846527835;2 years;-0.11095342154390785;16.0;22.4;1415326.0;1.6647792271904904;-0.08348426679666114;1.0;debt consolidation;Long Term;773850.0;584269.0;0.7539467416270135;-0.2759465387705125;0
Rent;-0.03630443050362231;5 years;-0.11095342154390785;7.0;14.5;124410.0;-0.3409788778582933;-0.015470797214327927;0.0;other;Long Term;536690.0;57057.0;-0.4292694293029848;-0.25856418183084645;1
Home Mortgage;0.527163733719098;10+ years;-0.11095342154390785;12.0;21.9;385968.0;-0.3409788778582933;-1.4437536584433253;0.0;debt consolidation;Long Term;771958.0;270674.0;0.9823558444271917;-0.3107112526498445;1
Home Mortgage;-0.20734605675401982;10+ years;-0.11095342154390785;9.0;13.6;710908.0;-0.3409788778582933;-0.08348426679666114;0.0;medical bills;Short Term;73920.0;200146.0;-0.5785235419991365;-0.23144770500496747;0
Home Mortgage;0.03189126193561428;10+ years;-0.11095342154390785;5.0;21.6;366234.0;-0.3409788778582933;0.39261002027967135;0.0;debt consolidation;Short Term;267850.0;256196.0;-0.9199632874478612;-0.22310417367392776;0
Rent;-0.904644501058158;3 years;-0.11095342154390785;11.0;18.3;810392.0;-0.3409788778582933;-1.4437536584433253;0.0;debt consolidation;Short Term;213026.0;193876.0;-0.6134054020449787;-0.24813476766704684;0
Own Home;-0.6081589574931706;< 1 year;-0.11095342154390785;10.0;9.5;330088.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;333894.0;66709.0;-0.42826322180166243;-0.23353358783772737;0
Rent;-0.7675249589334632;10+ years;-0.11095342154390785;9.0;19.4;721886.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;172414.0;162089.0;-0.8229481141953625;-0.23353358783772737;0
Own Home;-0.38062237248420083;10+ years;-0.11095342154390785;14.0;16.0;664400.0;-0.3409788778582933;0.1205561419503385;0.0;debt consolidation;Short Term;251130.0;230660.0;0.921396439972078;-0.21823711373082127;0
Own Home;-0.9566700808571632;10+ years;-0.11095342154390785;8.0;17.2;228470.0;1.6647792271904904;-1.1716997801139926;0.0;take a trip;Short Term;99999999.0;87400.0;-0.9431899106033859;-0.23909594205842052;0
Home Mortgage;-0.36377432033886664;10+ years;-0.11095342154390785;7.0;28.5;291676.0;-0.3409788778582933;-1.7158075367726582;0.0;other;Short Term;132638.0;246373.0;0.0931199651335462;4.217740377271947;1
Rent;-1.0543184784625355;10+ years;-0.11095342154390785;9.0;13.4;265826.0;-0.3409788778582933;2.0249332902556683;0.0;debt consolidation;Short Term;99999999.0;55328.0;-1.0639348107620703;-0.2251900565066877;0
Home Mortgage;-0.38986243685004734;10+ years;-0.11095342154390785;5.0;16.5;134508.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;216898.0;75848.0;-0.33342816480202897;-0.25647829899808655;1
Rent;-0.5446084061074167;5 years;-0.11095342154390785;29.0;19.0;636526.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Long Term;380534.0;501885.0;-0.15105305518734918;-0.2724700673825793;1
Home Mortgage;0.7609524274973497;9 years;-0.11095342154390785;9.0;23.0;296560.0;-0.3409788778582933;-0.8316324322023264;0.0;debt consolidation;Short Term;404316.0;247418.0;0.6695091621410445;-0.22449476222910106;0
Rent;-1.4874967133527084;;-0.11095342154390785;8.0;21.0;84304.0;-0.3409788778582933;-0.08348426679666114;0.0;take a trip;Short Term;72138.0;53580.0;-1.1072855839440425;-0.29263360143259187;1
Rent;-0.9657343831290941;6 years;-0.11095342154390785;17.0;28.5;698456.0;-0.3409788778582933;-0.6275920234553268;0.0;debt consolidation;Short Term;294162.0;177346.0;-0.8876807967804351;-0.2523065333325667;0
Rent;0.11894371616493432;10+ years;-0.11095342154390785;6.0;29.1;190630.0;1.6647792271904904;-0.08348426679666114;1.0;debt consolidation;Short Term;223916.0;49552.0;-0.6218743151811087;-0.2404865306135938;0
Home Mortgage;0.1661483928165414;3 years;-0.11095342154390785;11.0;16.4;804936.0;-0.3409788778582933;0.3245965506973381;0.0;debt consolidation;Long Term;436392.0;387220.0;0.04398349881897041;-0.288461835767072;0
Home Mortgage;0.16775536053234077;5 years;-0.11095342154390785;9.0;16.8;1027246.0;-0.3409788778582933;-0.08348426679666114;0.0;debt consolidation;Short Term;280258.0;415207.0;0.32127751605839383;-0.23283829356014074;0
Home Mortgage;0.3238069910587971;10+ years;-0.11095342154390785;14.0;37.7;869132.0;-0.3409788778582933;-0.9676593713669929;0.0;medical bills;Short Term;726198.0;532190.0;0.2638398378579085;-0.23909594205842052;1
